,Experiment,Sample,Cells,Input_replicate,Input_adapter_1,Input_adapter_2,Input_fastq_1,Input_fastq_2,CLIP_replicate,CLIP_adapter_1,CLIP_adapter_2,CLIP_fastq_1,CLIP_fastq_2,Accession,Barcode 1,Barcode 2,RBP
151,GTF2F1_HepG2_ENCSR265ZIS,GTF2F1_HepG2_ENCSR265ZIS,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF595TEO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF251NBU.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF747FBU.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF692APB.fastq.gz,ENCSR265ZIS,A04,F05,GTF2F1
152,HNRNPA1_HepG2_ENCSR769UEW,HNRNPA1_HepG2_ENCSR769UEW,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF854MYE.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF483JSE.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF997GSC.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF361AWK.fastq.gz,ENCSR769UEW,A04,F05,HNRNPA1
153,ILF3_HepG2_ENCSR786TSC,ILF3_HepG2_ENCSR786TSC,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF489GBW.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF500NQE.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF568MYZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF357DPL.fastq.gz,ENCSR786TSC,A04,F05,ILF3
154,KHSRP_HepG2_ENCSR366DGX,KHSRP_HepG2_ENCSR366DGX,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF638CND.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF665FHS.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF503GYR.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF844XLZ.fastq.gz,ENCSR366DGX,A04,F05,KHSRP
155,LARP4_HepG2_ENCSR805SRN,LARP4_HepG2_ENCSR805SRN,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF512AHQ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF649CHF.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF362EMN.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF163HLQ.fastq.gz,ENCSR805SRN,A04,F05,LARP4
156,LIN28B_HepG2_ENCSR861GYE,LIN28B_HepG2_ENCSR861GYE,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF439RMU.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF436NGE.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF794YIP.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF917QVW.fastq.gz,ENCSR861GYE,A04,F05,LIN28B
157,NCBP2_HepG2_ENCSR018RVZ,NCBP2_HepG2_ENCSR018RVZ,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF304ECY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF016MTU.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF841ZMA.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF444ZHJ.fastq.gz,ENCSR018RVZ,A04,F05,NCBP2
158,RBM22_HepG2_ENCSR456JJQ,RBM22_HepG2_ENCSR456JJQ,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF273WXJ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF936IFL.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF827TLD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF433TMO.fastq.gz,ENCSR456JJQ,A04,F05,RBM22
159,RPS3_HepG2_ENCSR766FAC,RPS3_HepG2_ENCSR766FAC,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF457ZQN.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF779VXI.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF850KGS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF368GUH.fastq.gz,ENCSR766FAC,A04,F05,RPS3
160,SND1_HepG2_ENCSR061EVO,SND1_HepG2_ENCSR061EVO,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF354GQD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF431GGI.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF303YBI.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF335KAS.fastq.gz,ENCSR061EVO,A04,F05,SND1
161,BCCIP_HepG2_ENCSR485QCG,BCCIP_HepG2_ENCSR485QCG,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF996LKZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF371GVL.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF300RFO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF896YHT.fastq.gz,ENCSR485QCG,C01,D08fixed,BCCIP
162,CSTF2_HepG2_ENCSR384MWO,CSTF2_HepG2_ENCSR384MWO,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF413QVJ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF900NQN.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF597QAD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF408GJH.fastq.gz,ENCSR384MWO,C01,D08fixed,CSTF2
163,DKC1_HepG2_ENCSR301TFY,DKC1_HepG2_ENCSR301TFY,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF793DFG.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF734WRT.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF462ZYJ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF494NKD.fastq.gz,ENCSR301TFY,C01,D08fixed,DKC1
164,DROSHA_HepG2_ENCSR834YLD,DROSHA_HepG2_ENCSR834YLD,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF687BMD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF064NLH.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF484RCY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF110FOW.fastq.gz,ENCSR834YLD,C01,D08fixed,DROSHA
165,FAM120A_HepG2_ENCSR987NYS,FAM120A_HepG2_ENCSR987NYS,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF869DFG.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF903ZBT.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF687SEY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF319ICK.fastq.gz,ENCSR987NYS,C01,D08fixed,FAM120A
166,FKBP4_HepG2_ENCSR018ZUE,FKBP4_HepG2_ENCSR018ZUE,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF648UKF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF143QIL.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF975CKG.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF487PAA.fastq.gz,ENCSR018ZUE,C01,D08fixed,FKBP4
167,FUBP3_HepG2_ENCSR486YGP,FUBP3_HepG2_ENCSR486YGP,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF414YHF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF024OZW.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF231PRV.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF126AZS.fastq.gz,ENCSR486YGP,C01,D08fixed,FUBP3
168,HNRNPU_HepG2_ENCSR240MVJ,HNRNPU_HepG2_ENCSR240MVJ,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF962DLT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF149QMI.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF195JRZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF942SSU.fastq.gz,ENCSR240MVJ,C01,D08fixed,HNRNPU
169,IGF2BP1_HepG2_ENCSR744GEU,IGF2BP1_HepG2_ENCSR744GEU,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF207TDD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF389YBN.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF943QCL.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF362JFX.fastq.gz,ENCSR744GEU,C01,D08fixed,IGF2BP1
170,IGF2BP3_HepG2_ENCSR993OLA,IGF2BP3_HepG2_ENCSR993OLA,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF742YFO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF843CUY.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF768LZF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF860PRT.fastq.gz,ENCSR993OLA,C01,D08fixed,IGF2BP3
171,NKRF_HepG2_ENCSR277DEO,NKRF_HepG2_ENCSR277DEO,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF374APS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF837GYT.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF558SOA.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF660VTK.fastq.gz,ENCSR277DEO,C01,D08fixed,NKRF
172,PCBP2_HepG2_ENCSR339FUY,PCBP2_HepG2_ENCSR339FUY,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF837BRE.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF130FRI.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF359KSX.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF488GID.fastq.gz,ENCSR339FUY,C01,D08fixed,PCBP2
173,POLR2G_HepG2_ENCSR820WHR,POLR2G_HepG2_ENCSR820WHR,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF365RSB.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF534IGJ.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF865UYY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF219FAE.fastq.gz,ENCSR820WHR,C01,D08fixed,POLR2G
174,PRPF8_HepG2_ENCSR121NVA,PRPF8_HepG2_ENCSR121NVA,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF998PYJ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF025IVF.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF074MHP.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF419BEO.fastq.gz,ENCSR121NVA,C01,D08fixed,PRPF8
175,RBFOX2_HepG2_ENCSR987FTF,RBFOX2_HepG2_ENCSR987FTF,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF264UQQ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF648TWD.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF591SSP.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF289OFA.fastq.gz,ENCSR987FTF,C01,D08fixed,RBFOX2
176,RBM5_HepG2_ENCSR489ABS,RBM5_HepG2_ENCSR489ABS,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF783GFR.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF021GAP.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF068IRI.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF797BGS.fastq.gz,ENCSR489ABS,C01,D08fixed,RBM5
177,SAFB_HepG2_ENCSR337XGI,SAFB_HepG2_ENCSR337XGI,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF147POJ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF184MJQ.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF040MFF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF707BBC.fastq.gz,ENCSR337XGI,C01,D08fixed,SAFB
178,SDAD1_HepG2_ENCSR050BDZ,SDAD1_HepG2_ENCSR050BDZ,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF942DWN.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF908FHY.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF283KXT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF772OQA.fastq.gz,ENCSR050BDZ,C01,D08fixed,SDAD1
179,SF3B4_HepG2_ENCSR279UJF,SF3B4_HepG2_ENCSR279UJF,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF772NLB.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF673XBX.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/C01_D08fixed.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF702GTT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF722QLW.fastq.gz,ENCSR279UJF,C01,D08fixed,SF3B4
